QuestionID,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,Approve,Disapprove,No Opinion
USGREEN.11DCAUG.R023,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please just say so.)...Mitt Romney...Give...Mitt Romney a rating, with 100 meaning a very warm, favorable, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Mitt Romney, or have you never heard of...Mitt Romney?",Mean = 42.3,nan,08/12/2011,Greenberg Quinlan Rosner Research,Democracy Corps; Women's Voices Women Vote,Democracy Corps/Women's Voices.Women Vote  Poll,08/6/2011,08/10/2011,Y,"National likely voters including oversamples of unmarried women, youth, and non-whites",1000,nan,Telephone Interview,Likely voters are registered voters who voted in the 2008 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2012 election.  Results were weighted to be representative of a national likely voter sample.,24.0,36.0,40.0
USABCWP.121306.R37H,"Do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,Asked of half sample,12/13/2006,TNS Intersearch,ABC News; Washington Post,ABC News/Washington Post Poll,12/7/2006,12/11/2006,Y,National adult,1005,Q36H,Telephone Interview,Interviews were conducted by TNS Intersearch.,22.0,24.0,54.0
USCBSNYT.091611A.R044,"Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",nan,Registered voters,09/16/2011,CBS News; New York Times,nan,CBS News/New York Times Poll,09/10/2011,09/15/2011,Y,National adult including an oversample of Republicans,1566,Q44,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The interviews were conducted by land-line and cell phones.  There were a total of 781 Republicans interviewed.  Results were weighted to be representative of a national adult population.,25.0,29.0,46.0
USGALLUP.07FBY09.R06G,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,02/15/2007,Gallup Organization,USA Today,Gallup/USA Today Poll,02/9/2007,02/11/2007,Y,National adult,1006,Q6G,Telephone Interview,nan,18.0,18.0,65.0
USABCWP.092111.R11C,"Overall, do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,nan,09/21/2011,ABC News; Washington Post,nan,ABC News/Washington Post Poll,09/14/2011,09/18/2011,Y,National adult,1013,nan,Telephone Interview,The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Social Science Research Solutions.  The interviews included landline and cell-phone-only respondents.,32.0,30.0,37.0
31120226.00009,(Are you favorable or unfavorable toward this person?)...Mitt Romney,nan,nan,06/1/2007,"Penn, Schoen and Berland Associates",nan,PSB Late May 2007 Tracker,05/30/2007,05/31/2007,Y,National likely voters,608,nan,Telephone Interview,"This survey was conducted on behalf of Hillary Clinton. These data have been made available with the support of the Society of Presidential Pollsters and the Special Collections Research Center, George Washington Libraries and Academic Innovation, The George Washington University. Please contact the Special Collections Research Center for access to materials in the Mark Penn Digital Polling Data Collection and Oral History. Speccoll@gwu.edu",33.0,31.0,36.0
USQUINN.083111.R08,"Is your opinion of--Mitt Romney favorable, unfavorable or haven't you heard enough about him?",nan,nan,08/31/2011,Quinnipiac University Polling Institute,nan,Quinnipiac University Poll,08/16/2011,08/27/2011,Y,National registered voters,2730,nan,Telephone Interview,The interviews included landline and cell phones.,36.0,27.0,37.0
USCBS.021307A.R33,"Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",nan,nan,02/13/2007,CBS News,nan,CBS News Poll,02/8/2007,02/11/2007,Y,National adult,1142,Q33,Telephone Interview,nan,6.0,8.0,86.0
USCBS.010607.R27,"(I'm going to name some possible (2008) presidential (election) candidates and ask you what you think of them.  If you haven't heard much about someone I name, just tell me.)....Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",nan,nan,01/6/2007,CBS News,nan,CBS News Poll,01/1/2007,01/3/2007,Y,National adult,993,Q27,Telephone Interview,nan,5.0,10.0,85.0
USPSRA.013108.R08C,"(Now I'd like your views on some people.)...Mitt Romney...Would you say your overall opinion of...Mitt Romney is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,nan,01/31/2008,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Political Communications Survey,12/19/2007,12/30/2007,Y,National adult,1430,Q8C,"Telephone Interview, Cell Phone; Telephone Interview, Landline","1089 respondents were interviewed on a landline telephone and 341 were interviewed on a cell phone, including 113 who had no landline telephone.",29.0,35.0,36.0
USTARR.07BATT2.R26,"Now I would like to read you the names of several other individuals who have been mentioned in the news recently.  For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or unfavorable impression of them.  If you do not recognize the name, just say so....Mitt Romney...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",nan,nan,07/27/2007,Tarrance Group; Lake Research Partners,George Washington University,George Washington University Battleground 2008 Survey,07/15/2007,07/18/2007,Y,National likely voters,1000,nan,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in 2008.,35.0,24.0,41.0
USSELZER.071410A.R37E,"(Now, I'd like to mention some major economic and political figures and groups.  For each, please tell me if your feelings are very favorable, mostly favorable, mostly unfavorable, or very unfavorable.  If you don't know enough to answer, just say so.)...Mitt Romney, former governor of Massachusetts",nan,nan,07/14/2010,Selzer & Co.,Bloomberg News,Bloomberg Poll,07/9/2010,07/12/2010,Y,National adult,1004,nan,Telephone Interview,nan,33.0,26.0,41.0
USGREEN.07DCMAR.R23,"(Now I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Mitt Romney...Give...Mitt Romney a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Mitt Romney, or have you never heard of...Mitt Romney?",Mean = 42.5,Asked of Form B half sample,03/27/2007,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,03/20/2007,03/25/2007,Y,National likely voters,1526,nan,Telephone Interview,"National likely voters are registered voters who voted in the 2004 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2008 election.  1017 of the respondents were asked all of the questions (long survey), 509 were asked a shorter version.  Results are from all 1526 respondents unless otherwise noted.",15.0,23.0,62.0
USGALLUP.082007.R2D,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,Asked of Republicans including leaners,08/20/2007,Gallup Organization,nan,Gallup Poll,08/13/2007,08/16/2007,Y,National adult,1019,Q35G,Telephone Interview,nan,49.0,16.0,35.0
USAP.082611G.R01D,"Do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable, ask:) Is that very favorable or somewhat favorable? (If Unfavorable, ask:) Is that very unfavorable or somewhat unfavorable?",* = less than .5%.,nan,08/26/2011,Gfk Roper Public Affairs & Corporate Communications,Associated Press,Associated Press/Gfk Poll,08/18/2011,08/22/2011,Y,National adult,1000,nan,Telephone Interview,Interviews were conducted with 700 respondents on landline telephones and 300 respondents on cellular telephones.,39.0,41.0,20.0
USAP.122807.R04J,"(For each of the following individuals, please select if you have a favorable or unfavorable impression of that person.  If you don't know enough about the person to have an opinion, you can say that too.)...Mitt Romney",nan,nan,12/27/2007,Knowledge Networks,Associated Press; Yahoo,Associated Press/Yahoo Poll,12/14/2007,12/20/2007,Y,National adult,1821,nan,Web-based survey,The poll was fielded by Knowledge Networks using its national panel which is randomly selected from the entire national population and subsequently provided Internet access.,29.0,30.0,42.0
USODFOX.122007.R12,(I'm going to read you the names of several individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each one.  If you've never heard of someone please just say so.)...Mitt Romney,nan,nan,12/20/2007,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,12/18/2007,12/19/2007,Y,National registered voters,900,nan,Telephone Interview,nan,30.0,36.0,34.0
USSELZER.062311B.R05J,"(Now, I'd like to mention some major economic and political figures and groups.  For each, please tell me if your feelings are very favorable, mostly favorable, mostly unfavorable, or very unfavorable.  If you don't know enough to answer, just say so.)...Mitt Romney, former governor of Massachusetts",nan,nan,06/23/2011,Selzer & Co.,Bloomberg News,Bloomberg Poll,06/17/2011,06/20/2011,Y,National adult,1000,nan,Telephone Interview,Interviews were conducted by landline and cell phones.,37.0,31.0,32.0
USGALLUP.10JUL8.R28H,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,07/16/2010,Gallup Organization,nan,Gallup Poll,07/8/2010,07/11/2010,Y,National adult,1020,Q28H,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted with respondents on landline telephones and cellular phones.,36.0,26.0,36.0
USGALLUP.081007.R01G,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,08/10/2007,Gallup Organization,USA Today,Gallup/USA Today Poll,08/3/2007,08/5/2007,Y,National adult,1012,Q4G,Telephone Interview,nan,22.0,31.0,47.0
